,Faallo,Sun ah,Fuxshi,Goodis,Caay,Sinji-nacayb,Aan sun aheyn
,Wall San weyso kuma ansaxdo khamiiska xusulada kakorgee gacmaha waxa lagarabaa ilaa xusulada ina dhaqdid,0,0,0,0,0,1
,Reer bar kusosco,0,0,0,0,0,1
,Imaam ma tihid magaca haku dheelin bahluul yaho,1,0,0,1,0,0
,Meesha weysada ka kac,0,0,0,0,0,1
,catosh mesha waysada laguma way sestee gal masjidka,0,0,0,0,0,1
,Marki hore manad tukan jirin,1,0,0,0,0,0
,Istus tus ma gasho salad xamar ciidamo asluub ma jogan miyaaa,1,0,0,0,1,0
,Garceyy sawtad shalay xadiiska nosoo gudbinyseen waa sidee dee,1,0,0,1,0,0
,"Waxan ahay wariye Sports oo madax banaan kawarama ciyaaraha soodhiga goolasha storyga saxafadu kama helin cadaalad,",0,0,0,0,0,1
,Shantaaay waxuu dhahay faizo tarawiix ma imaanin waa been,1,0,0,1,0,0
,Cajiin bey doontay I Aamin,0,0,0,0,0,1
,Rabi hanaga dhigo dadka maalinta qiyaame jannada lagu casuumo aamiin aamiin,0,0,0,0,0,1
,Burburkii oo family ah kulahaa,1,0,0,1,0,0
,Ishii commentigayga ku dhacda,0,0,0,0,0,1
,"insha allaha meel kasta oo ay ku hamiso Allaha u furo,,",0,0,0,0,0,1
,follow isoodhaha,0,0,0,0,0,1
,Iyada oo sheydamada la xiray wali waxa jira kuwa aan la xirin cabas iyo faaisa war naga xishooda waa sooma nahaye,1,0,0,1,0,0
,Waxan waa sharaf dhac mise riwaayad ayaa jilosin,1,0,0,0,0,1
,Sheikh shantaay wuxuu dhahay faisa ma imaanin taraawiix,,,,,,
,"walaal i caawiya waxaan ahay 
hooyo haysta agoon yaryar wallahi 
wax la,aaan raashin la,aan walaal
 I caawi maanta waa aduunyo barina 
 waa aakhiro waa ubadkaagoo kale, 
 wixii aad awoodo ku caawi 
 ilaahay dartii, dabka 
 u shidinaa iina duceee walaal",0,0,0,0,0,1
,wixiinii ayaad hore ka bilowdeen xadiiskii shalay xaguu idinka maray,1,0,0,0,0,0
,Cabaas jaqaaaq sawdo jiiq iyo faiza jugtaay wll waa ramadaaane beenta naga daaya hadaba isna eryi maysaane,1,0,0,1,0,0
,Adi lee amaa dhahday hadhow imow muqal ka duba,0,0,0,0,0,1
,Rabbi waxan kaaga Barya sacadaha soo socdo inaa maqashid warki Noloshada ugu farxada Badnaa waa Bil Ramadan Hadii aad ii tabato follow mahadsanid 6k igaarsi wll plz,0,0,0,0,0,1
,Manta wad ficantihiine Qaylada Nagadaya Muslinka ilahy Hanagu kicinine Oo soman Yanan Idinku Danbabine,1,0,0,0,0,0
," Duf ku baxa war waa soon alle
 ka cabsada arimaha qoyskiina 
 hala wadaagina dadka in la idin 
 ku fiirsado mooyaan waxna la idiin
 qaban maayo xaaskaagu waa
 asturnaantaada iyadana sidoo kale 
 marka xishooda dee ",1,0,0,0,0,0
,Aan idiin So anfuro waxaaN KaMa aaamusi karee,1,0,1,0,0,0
,Faaizo kasootag baqtiga guriga dhanka bidix kaaxigo ninka degan waaye ani aa kujecel wareegne waa ii aadihaayee No qashqashaad,1,0,0,1,0,0
,Aniga hadal igama tagayo horaan baa hadal iga tagy intii igatagty ayaan qooma meeyaa,0,0,0,0,0,1
,Naag wareegto naag la aan dhaanta,1,0,0,1,0,0
,Kan suu ubooteynaa oo gacanta ukala rogaa uma bogin amuu tumi jireyba,1,0,0,0,0,0
,Reer ayeeydy nagaha ay qaban wey dilaan marka hada disho xita waxba Uma aragno,1,0,1,1,1,0
,Sideey noo arkaaan,0,0,0,0,0,1
,Ii maanka beel xaaskiisa ayuu hunguri ku raadinayaa war gabadha ilaalso oo waxan benta ah umada kada gabadhana ha cebayn,1,0,0,1,0,0
,Waba soone cajiinka yaa loqasayaa,0,0,0,0,0,1
,Xisaab u dhiib qofta,0,0,0,0,0,1
,Qofta makuu cunaa Cabazow hacayrine,1,1,0,1,0,0
,Dowlada waxaan ka codsanaa in kuwaan mushaar ey uqorto,0,0,0,0,0,1
,Niyow soonka xitaa been maad nosheyegysaa fayuuska ayaa idinka maqan guriga ayeey kula jogtaa markaasaa leedahey waay baxdey hadaan kuamino moos,1,0,0,1,0,0
,Sideed saac habeenimo waxey raadisay wax ay adiga kaa weysay lee ma ihinow,1,0,0,0,0,0
,kuwaaan dharka Eida dhacsanyaan,0,0,0,0,0,1
,Laga yaabe inay shaqadeedi qubayska soo gudanaysay,0,0,0,0,0,1
,Dhibaatada qoyskiina Maxaa na soo dhex geliyay anaga,0,0,0,0,0,1
,Irsaqadi waxaye idank gashy ina isceyadan war orday ilhey kabq waa ramadan e,1,0,0,0,0,0
,Ilaahy amarkis idinka qaab aa bariiskina ku dhacsatiin ma waynaysiin,0,0,0,0,0,1
,Booto bdanaa oo tabar yaraaa wuxu,1,0,0,1,0,0
,Xiliga afurka inaa so dhigtaan bay ahyd shit,1,0,0,0,0,0
,"Culeys walpo oo ku heysto allaha kaa qaado waa Bil Ramadan hadii aad ii tabato follow,,da mahadsanid",0,0,0,0,0,1
,"Hada ninkaan waa nin masuliyad sarantahy mala dhihi karaa !
 ish",1,0,0,1,0,0
,Markasta Dhar Bena lee la dharanayaan,1,0,0,0,0,0
,Madaxeey Soo furanaysay iskaddaa,0,0,0,0,0,1
,Naagtan iska fur zxp wa isla wareegtee.kk,1,0,0,1,0,0
,Vedio iyada Lee ma dubaayso markaasi,0,0,0,0,0,1
,Adika waxan lagama amusi karo bacdul afur noga dhiga hda ka saara meesha tarawiix 9 saac lga imanaya maka amusi karno xaqiiq somaliyey,1,0,1,0,0,0
,Abaas iyo faiza awal wax nuhurlex ayaa sodhigi jirten lkn Hadi wax ciyaa ciyaa ah ayaa soduubeysaan awal heeso iyo wax kale macquul ah ayaa lainku agaaney,1,0,0,1,0,0
,War qeylida naga daa fadaq yahow gaanida badan,1,0,0,1,0,0
,"Waa dhociil iyo dhoocilad fiyuuskuu meeel khaladan kaa galay nagtiisu isla wareeg ku sheegayaa
 midklee meshaan ay kasoo tosaan ma kharabadii xamar baaa",1,0,0,1,1,0
,Mano shegee marka hadey maqanthy idinka,0,0,0,0,0,1
,Dd dhagool mesha ma joogan is dila ama isdaaya,1,0,0,0,0,0
,Ma xaabadii page lagu shidayaye ba,1,0,0,0,0,0
,Oo ma 3:00 ayey maqanthy iska fur cameradana ayada udhiib si ay video furitana kaga duubto,1,0,0,0,0,
,"Yaabkii ooyaaban aa I,agfadhiya",0,0,0,0,0,1
,Arintaan lagama aamusi karo aan usoo afuro,1,0,1,0,0,0
,Nacalaa Idin Dhalay Ciyaal Waalan Yaa Isu Guuri Jiray Facebook Buuq Ayy Ku Hayaaan Waa Labo Wooooow Ah Kkk,1,0,0,1,0,0
,Aan idin soo afuro waxa aynu kala helno ayaynu le nahay,1,0,1,0,0,0
,Yaad waalaysande waaban arka inay cishihii tahay waan arkaa brankiga Nala dhafa beenta,1,0,0,1,0,0
,War Gal jecelow ilmahan ma Facebook ka qabsatan,1,0,0,0,1,0
,Naxariis iyo nabad gelyo korkiisa Allaha yeelo Rasuulkii ilaahay Nebi muxamad scw,0,0,0,0,0,1
,DEG DEG shantaay oo sheegay ineey taraawiix imaanin faaisa,1,0,0,0,0,0
,Ilmahan meel kasta views aaa ka galay,1,0,0,1,0,0
,Rabbiyow Arsaaqada Meel Xun Hanaga Galin,0,0,0,0,0,1
,Fadlan meeshey aday Nala wadaag baacow sheeka keentay,1,0,0,1,0,0
,Haday run tahy kaleexo inantu hakaacibaadaysatee. Adi hadaadan aadayn masjidka,1,0,0,0,0,0
,Warbahasha nagadaya walaykubartaye,0,0,0,0,0,1
,Lamaanaha marku views ka ka yaraado so tashta kliya tihiin,0,0,0,0,0,1
,naagta anka cabsanyn iska baaci ,1,0,0,0,0,0
,9 saac horTa noshega aaN idin garqadne,0,0,0,0,0,1
,Cabaas iyo Faiza Family,0,0,0,0,0,1
,Faiza wa LA so dabsaaray filaa Hiligaan ayado so Nafaqeysan ma so laabanin ee LA soco Siir Naaged lagama sir gaaro ,1,1,0,1,0,0
,Bishimihii Nin kale lagu so shumiyey ayaa lagu sasabeey Atataattttaayee ha yeeeli,1,0,0,0,0,0
,Xabsigii uxiisten mii,1,0,1,0,0,0
,Waxay noloshan basaliga ah,1,0,0,0,0,0
,Maqaan waxaan Soo qoro,0,0,0,0,0,1
,fur nio isla wareegtada,1,0,1,0,0,0
,Horta xabsiga yaa idinkaa soo daye,0,0,0,0,0,1
,Haday beenta irsaaqadada noqoto waa dhib kawaran ilmaha caanaha loogu gadayo beenta aabe iyo hooyo sheegaan,1,0,0,1,0,0
,Markasaa Lagu dhahaa Qoys isku Farax san ayaa La Xirey .,1,0,0,0,0,0
,Wixiinu Waa Son Jabisee,0,0,0,0,0,1
,Sxb ceeji iyada dhnba,1,0,1,0,0,0
,Wlhy funny caadi aatihiin waan iska qoslay anoo aamusan,0,0,0,0,0,1
,Laba Is fahansan so cibadeysta nio,0,0,0,0,0,1
,Familkan qabka wax usodacsadan oo views uhelaan wayaqanan anago og inee waxan bentaha iskafirsana,1,0,0,1,0,0
,Abaas ciyaal malmalaato waye Tabar daranaa ma Taxsi baa,1,0,0,1,0,0
,Armay nin kle qabataaa uu kula qabaa,1,0,0,1,0,0
,Wa bal Ramadan rerkan haloo duceeyo,0,0,0,0,0,1
,Kuwaan Qoom soo socda ayay Horudhac uyihiin Lol,1,0,0,1,0,0
,Nagtaan hoyo iyo aabe malahan miyaa,1,0,0,0,0,0
,Mshaa allah waa naag fcn wallaahi war naagtaada ku dedaal doqoni waa hore bey dudi lahayd,0,0,0,0,0,1
,Xoolaha uga shekeeya waxaas,1,0,0,0,0,0
,Ina idnku danbabo o Soonka Iga Haleysan ma vediogan uso dubteen,1,0,0,0,0,0
,Maxa naga galey hee nagtada adiga ceshan wayey,1,0,0,1,0,0
,Faizo camera iyada heysaa,0,0,0,0,0,1
,Kuqaaado iyadaba jiingadas ine kugula noolato bey kugu qadate iydoo saas uqurxone ,0,0,0,0,0,1
,War sxb islaantaada uun ha na hor wad wadine ma inaan kaa qaadano ayaad rabtaa see camal naga xushoo.,1,0,1,1,0,0
,Naag suuraf ah iyo adigo kadaran is guursade udulqaado balayo views jecel cibaadesta,1,0,0,0,0,0
,An idin so afuro waxaan kama amusikare,1,1,0,0,0,0
,wll wasomannahe hana dambajinin,0,0,0,0,0,1
,WAr bal amuurtan eega,0,0,0,0,0,1
,Waba dharan haya cunugan ina kushihidan kayabi,1,0,1,0,0,0
,Kuwaan war igama tagaayo,0,0,0,0,0,1
,Ayada ku qabto nacda nogala tag naga qaba wareeg aaday ilmaha igu dhaftay kulaha hhhhhh,1,0,0,1,0,0
,Markaa anaga ma markhaati baad nooga dhigaysaa,0,0,0,0,0,1
,Ma bilawden,0,0,0,0,0,1
,Naagtan xaloku talagalay nin ka caqli badan adne xalakuku talagalay naag ka aqli badan ee ya nuski qalday wa yabe,1,0,0,0,0,0
,Awalba nin maqabin,1,0,0,1,0,0
,Hadana film cusub maa bilowda oo kaalay Ramadan xita nagama xishootaan,1,0,0,0,0,0
,CiyaaLkan ramadaNta xitaa beenta ma nagu wadayaaN lkn shaqada la gashay kkkk,1,0,0,1,0,0
,Wixi hdl ah afurka kadib noga dhiga,0,0,0,0,0,1
,Iyadaa ka xoog weyn,0,0,0,0,0,1
,Farax lugo baasto,1,0,0,1,0,0
,Tabar dari maa ku darsateen,1,0,0,0,0,0
,waxan dhintay umada yaaka qabta oo sharaftii iyo milgahii qoysaska ku dheelay,1,0,0,1,0,0
,Naa asiga dhan ina qabto dhaxada ka jabi,1,0,1,1,0,0
,Aawey dulqaadkii,0,0,0,0,0,1
,Filmkaan Ku celis waaye wax aad 90ka isla Ogtihiin baa somalia views ugu heshaan Balo kk,1,0,0,0,0,0
,Ncla idin dhaly umada kanasta,1,0,0,1,0,0
,War caruurtaan yaa utusa camera da ka jajabin lahaaye,1,0,1,1,0,0
,waraa kuwaan xashiishkeey cabaan umaleeyey runtii,1,0,0,1,0,0
,Dhaqan xumadas waa waxii leydinku xir xir hada ka hor,1,0,0,1,0,0
,Wll gub iyadoo dhanba,1,0,1,0,0,0
,Nin Naagtiisa Isla Wareegto Dhahaayo Aduunow Xaalkaa Ba,1,0,0,0,0,0
,Nio waxaan wax la soo dhigo ma ahan reerkaaga ayaan ku dumaya.,0,0,0,0,0,1
,Kuwan yaa qabta hhh,1,0,1,0,0,0
,wuxu lasugaaye hal daqiiqo logu qabty,0,0,0,0,0,1
,Ala garacey shaly sowdigii xadiska noo waday mantana wa side xalku,1,0,0,1,0,0
,Waxan dadka yaa ka qabta hadaba jahilinta shidh,1,0,1,1,0,0
,War kuwan wax u caqli celiya ma la layahay somaaliyeey.,1,0,0,0,0,0
,Cabaas is daji anigay ila joogte,0,0,0,0,0,1
,guurka dadka hanacsiinana pls,1,0,0,0,0,0
,Umu Asma walal son waye naga xishoda,1,0,0,1,0,0
,Kuwan doqomo na moodan,1,0,0,0,0,0
,Cameradana iyadaa kaa duubeysa kaa dhaadhicinaa oo caadiya waye,0,0,0,0,0,1
,Garaac adigoo dilaa Soo duub,1,0,1,1,0,0
,My familay yaa isku kiin diray xaalka dajiya maalin wacdi malin xayeesin malin dagaal camerada sowda maaheyso,0,0,0,0,0,1
,Adiga iyo ayadaba umada wa wareeriseen,1,0,0,0,0,0
,Ciyaaal,0,0,0,0,0,1
,Hadaan idinka yeelo waa run ilaahaw muus iga dhig,1,0,0,0,0,0
,Qof leh suxurta iga tagtay moye arki maysid qof leh afurka ayaa iga tagay,0,0,0,0,0,1
,Naagta dhalfo iyo iyo dil isugu dar cabaasow wax garad ba tahaye kkkk,1,0,1,0,0,0
,Idinko is dabsaraya noso gudbiya waxn nagala hor taga wajigin gubaye,1,1,0,1,0,0
,Sideed saac habenimo waxay raadisay waa khalad,1,0,0,0,0,0
,ᴀʀ ʙᴇᴇɴ ʙᴀᴅᴀɴᴀᴀ,1,0,0,1,0,0
,Sharmaake M. Abdirahman,0,0,0,0,0,1
,Ishii commentigayga ku dhacda,0,0,0,0,0,1
,"insha allaha meel kasta oo ay ku hamiso Allaha u furo,,",0,0,0,0,0,1
,follow isoodhaha,0,0,0,0,0,1
,Cunaha qabo baastaradda,1,0,1,1,0,0
,Ader anaga maxad nooga sheegaysaa oo noogu dacwoonaysaa ma maxkamad baanu nahay kkkkkkk,1,0,0,0,0,0
,Kuwaaan xoolo sooman ey noo maleeyaaan,1,0,0,0,0,0
,Laga yaabe inay shaqadeedi qubayska soo gudanaysay,1,0,0,0,0,0
,Waa lawada galmudugeysan yahay maanta nagu qaata xarfaanta hirshabele ee bahda jaamacada nagala tirsan.,0,0,0,0,0,1
,Hhh hambalyo our Galmudug,0,0,0,0,0,1
,Galmudug 4ever,0,0,0,0,0,1
,Jaamacada Waa wadda Galmudug,1,0,0,0,0,0
,Hambalyo Galmudug,0,0,0,0,0,1
,Congratulations galmudugtayda,0,0,0,0,0,1
,Yees Just family hambalyo,0,0,0,0,0,1
,Congratulations Galmudugey,0,0,0,0,0,1
,Hambalyo,0,0,0,0,0,1
,Congratulations,0,0,0,0,0,1
,Just congratulations,0,0,0,0,0,1
,Congratulations Congratulations Galmudug,0,0,0,0,0,1
,Viva galmudug,0,0,0,0,0,1
,"Hambalyo galmudug
koobka meshu u qalmay wuu helay",0,0,0,0,0,1
,Hambalyo galmudug,0,0,0,0,0,1
,Galmudugnimo,0,0,0,0,0,1
,Galmudugeey,0,0,0,0,0,1
,Hambalyo reer galmudug,0,0,0,0,0,1
,Waa idinka haynaa hambalyada,0,0,0,0,0,1
,Xoogweynta GALMUDUG,0,0,0,0,0,1
,Galmudugeyyy,0,0,0,0,0,1
,Guul gobonimo leh Galmudug,0,0,0,0,0,1
,Galmudugnimo,0,0,0,0,0,1
,Hamblyo,0,0,0,0,0,1
,Hambalyo dhamaan reer galmudug,0,0,0,0,0,1
,Hambalyo galmudug,0,0,0,0,0,1
,Hambalyo Hambalyo,0,0,0,0,0,1
,Galmudugnimo,0,0,0,0,0,1
,Hambaliyo galmudug,0,0,0,0,0,1
,Hambalyo champion galmudug,0,0,0,0,0,1
,HAMBALYO GALMUDUG,0,0,0,0,0,1
,Galmudugnimo,0,0,0,0,0,1
,Hambalyo galmudug,0,0,0,0,0,1
,Hamplyo galmudug,0,0,0,0,0,1
,Osman Jim'ale Hamblyo,0,0,0,0,0,1
,Hambalyo dhiigeyga,0,0,0,0,0,1
,Wansugaayey,0,0,0,0,0,1
,Congrants,0,0,0,0,0,1
,"Gobta geeya geeya geesiyada
sanadkaan sanadkeena weeyaan GalMudug ayaa sdaan sameeyn karaan faanka ficil ayaa inoo dheer alxamdulillaah",0,0,0,0,0,1
,Hambalyo,0,0,0,0,0,1
,Just aad ayaa u mahadsantihin,0,0,0,0,0,1
,Cimaamadiina lama hesan karo,0,0,0,0,0,1
,Hambalyo Hambalyo,0,0,0,0,0,1
,Dhiga ma adin jamaday jamhuriye hambalyo galmudug,0,0,0,0,0,1
,Hambalyo galmudug,0,0,0,0,0,1
,Hambalyo,0,0,0,0,0,1
,Hambalyo ayaanleyahy reer galmudug si qaas ah drs Mariam Ali Barre hambalyo,0,0,0,0,0,1
,Hmplyo,0,0,0,0,0,1
,Hambalyo my team of galmudug,0,0,0,0,0,1
,Viva galmudug,0,0,0,0,0,1
,My dhiiga alpha mabruk,0,0,0,0,0,1
,Galmudugnimada Waa wxn dadka dheernahay,0,0,0,0,0,1
,"Hambalyo xulka Galmudug, walaal keey Suldaan Binu Saladna waxaan leeyahay raali noqo wll.",0,0,0,0,0,1
,Hampalyo galmudugeyy,0,0,0,0,0,1
,My family just thanks,0,0,0,0,0,1
,Ayaanlle Maow,0,0,0,0,0,1
,Viva GM,0,0,0,0,0,1
,Inkastoo hirshabelle ahaay ugu danbeyn hambalyo galmudug,0,0,0,0,0,1
,Jah mi family just thanks,0,0,0,0,0,1
,Galmudug waa naga baahi badneed Allahna waa caadil,0,0,0,0,0,1
,Markaas mawa ogeyn Jumhuriya iney seediyashey yihiin,0,0,0,0,0,1
,Hambalyoh,0,0,0,0,0,1
,Galmudugnimadaa naga badan cmlaa,0,0,0,0,0,1
,Viva galmudug,0,0,0,0,0,1
,Our JUST mahadsanidiin,0,0,0,0,0,1
,Hampalyo,0,0,0,0,0,1
,Hambalyo,0,0,0,0,0,1
,Viva GALMUDUG Champions,0,0,0,0,0,1
,Wey u qalmaan guul galmudug,0,0,0,0,0,1
,"Dhiiga biyo ma ahan galmudug
Hanbalyo",0,0,0,0,0,1
,JUST cimaamada waa nagu tuurtày ugu danbeeyn congratulations GM,0,0,0,0,0,1
,Manto kale dhiga waa in la shuba,0,0,0,0,0,1
,Hambalyo Galmudug,0,0,0,0,0,1
,Ayy hambalyo galmudug,0,0,0,0,0,1
,"xoog weynta GM
cup kan dhusamareeb ka dajiya",0,0,0,0,0,1
,Hambalyo Hambalyo GM,0,0,0,0,0,1
,"Jamacada QaybTa Adminka Ah Ma Mid Reer Dhusamareeb Ah Baa FadhiYana
Waxay sheekadan",1,0,0,0,1,0
,Congratulations viva galmudug,0,0,0,0,0,1
,Hambalyo ree galmudug,0,0,0,0,0,1
,hambalyo Galmudug,0,0,0,0,0,1
,"Zyid Bkr qabiilkana anagaa ah, qarankana anagaa ah",0,0,0,0,0,1
,Hambalyo galmudugteena,0,0,0,0,0,1
,Guusha galmudug ayaa leh follow inagu sharaf mahadsanid,0,0,0,0,0,1
,Jaamacada iyada naf malahoo waa no,0,0,0,0,0,1
,Codeeyeen JUST,0,0,0,0,0,1
,Hampalyo Hampalyo GM,0,0,0,0,0,1
,Hambalyo g m,0,0,0,0,0,1
,Hambalyo LKN 3 rigoore nalaga diiday,1,0,0,0,0,0
,Hamblyo galmudug,0,0,0,0,0,1
,Guushu waa reer Galmudug,0,0,0,0,0,1
,Waad so wada baxdeen wlhi bahda reer Jamhuriya University of Science and Technology Hambalyo Galmudug State,0,0,0,0,0,1
,hanbalya galmudug,0,0,0,0,0,1
,Viva galmudug,0,0,0,0,0,1
,Viva galmudug,0,0,0,0,0,1
,Jaamacadda xitaa waa reer galmudug miyaa.,0,0,0,0,0,1
,Mahdsanidiin,0,0,0,0,0,1
,Hampalyo galmudugay,0,0,0,0,0,1
,Galmudugnimadu macaanaa,0,0,0,0,0,1
,We are galmudug,0,0,0,0,0,1
,Hambalyo,0,0,0,0,0,1
,Hambalyo GM,0,0,0,0,0,1
,Hnblyo GM,0,0,0,0,0,1
,Maanta kaliya nagu qaata,0,0,0,0,0,1
,"Riyadi rumowday
alx",0,0,0,0,0,1
,Hambalyo,0,0,0,0,0,1
,Jamacada maanta way galmudugeysanthy,0,0,0,0,0,1
,Viva galmudug hamplyo dadkeygii,0,0,0,0,0,1
,Adna Gold,0,0,0,0,0,1
,Ayy Hambalyo Galmudugeeeeeey,0,0,0,0,0,1
,Najuum Ahmed Ashware jaamacadaydii day,0,0,0,0,0,1
,Waa idinka heynaa,0,0,0,0,0,1
,Falastin Addow Hambalyo xubi unuka unuka le waayye,0,0,0,0,0,1
,Hampalyo dhashii geesiya,0,0,0,0,0,1
,Hamplyo Galmudugteenii,0,0,0,0,0,1
,Wow,0,0,0,0,0,1
,Hambalyo reeer galmudug waaa inoo sanadka dambe,0,0,0,0,0,1
,Gaalkacyo inaa Cumpus cusub ka fura rabtiin marhoraa maqlay,0,0,0,0,0,1
,Abdifatah Nur Adann Jaamacada idinka maala wareegay.,1,0,0,0,0,0
,Maxa idin ka galay mrka,1,,0,0,0,0
,Jamacada waa habargidirooben,1,0,0,0,0,0
,Congratulation Galmudug My blood,0,0,0,0,0,1
,Ay Wan inka qabanaa,0,0,0,0,0,1
,Ustd Zaky Mohammed maha Adaa admin ka ah miyaa,0,0,0,0,0,1
,Jah my University waa na dareemoosiin hambalyo xoog weynta Galmudug,0,0,0,0,0,1
,Mushtaq Abdullahi Asc,0,0,0,0,0,1
,We are galmudug and also HG kkkk,1,0,0,0,0,0
,Hambalyo GM,0,0,0,0,0,1
,Hamblyo Hamblyo Hamblyo Viva Galmudug,0,0,0,0,0,1
,Saas waaye Hambalyo Galmudug,0,0,0,0,0,1
,Galmudug wa na xiijiseen walahi ba saan ku harayn Barcelona so wadaneena ani wax igama dhintaan camp nou ano balana.,0,0,0,0,0,1
,Hambalyo xulka xoogweynta #Galmudug xaqiiqatan marka laga imaado inay yihiin champions waxay kor uqadeen xamaasada daawashada iyo sharafta koobka maamul goboleedyada,0,0,0,0,0,1
,Only love saara reer Galmudug,0,0,0,0,0,1
,Hmplyo,0,0,0,0,0,1
,Ragbaa siil io beero dhaafisiin cavio,1,1,0,0,0,0
,Hambalyo dadkeyna,0,0,0,0,0,1
,Hampalyo galmudug,0,0,0,0,0,1
,Jamacdey wax yar ma is celin wesen hora kaso dhigtene hh,1,0,0,0,0,0
,Hambalyo Galmudug,0,0,0,0,0,1
,Admin post-ga wuu u diyaarsanaa miyaa,0,0,0,0,0,1
,Mid reer gurceel ah baa admin Ka ah,1,0,0,0,0,1
,Wan idinka haynaa Hanbalyada,0,0,0,0,0,1
,Waa na gaadayseen miyaa ,1,0,0,0,0,0
,Hambalyo team,0,0,0,0,0,1
,Yaa idin balamiye?,0,0,0,0,0,1
,Finally congratulation GM,0,0,0,0,0,1
,Hamplyo,0,0,0,0,0,1
,Hambalyo,0,0,0,0,0,1
,Kuma jiro,0,0,0,0,0,1
,Idinka maxa idinka galey,0,0,0,0,0,1
,yaah Jamacada nafar reer Dhusamareb ah baa Admin ka ah,1,0,0,0,0,0
,Jamacada manta Qabiil Mey isku badashay waxaas cml waa ceeb wlhi,1,0,0,0,0,1
,Ma durba Adminku wa kee,0,0,0,0,0,0
,Ay ay jaamacadenii,0,0,0,0,0,1
,Abtirasateena hee,0,0,0,0,0,1
,Team Jazeera University Adinkaa idin sugeynaa,0,0,0,0,0,1
,Faanka Ficil baa no dheer Hamolyo dad keyga,0,0,0,0,0,1
,Dhiga wye nagu qata,0,0,0,0,0,1
,Said Mohamed Habiba Bilan,0,0,0,0,0,1
,Hamplyo dadkeygii,0,0,0,0,0,1
,Galmudug,0,0,0,0,0,1
,Congratulations,0,0,0,0,0,1
,Hambalyo,0,0,0,0,0,1
,Congratulations,0,0,0,0,0,1
,Hamplyo,0,0,0,0,0,1
,Yaa idin balamiyay adinkana!,1,0,0,0,0,0
,Taariikhda ma hilmaanto wixii dhacey.,0,0,0,0,0,1
,My just family wa idinka haynaa hambalyda,0,0,0,0,0,1
,Galmudugnimo,0,0,0,0,0,1
,Hambalyo,0,0,0,0,0,1
,We Are galmudug,0,0,0,0,0,1
,Hambalyo jmcadaydii,0,0,0,0,0,1
,Mahadsanid jaamacada jamhuriya hambalyo galmudug,0,0,0,0,0,1
,Hambalyo Galmudug,0,0,0,0,0,1
,Mahamed Daahir pageka ma adaa gacanta ku hayaa,0,0,0,0,0,1
,Jaamacada qabiil ma bilaawday Haa waan idinka baxay,1,0,1,0,0,0
,Just dhibka naga daya hee,0,0,0,0,0,1
,Gedi waa ishaafisay,0,0,0,0,0,1
,Hambalyo Hambalyo dhamaan umadda reer galmudug,0,0,0,0,0,1
,Yahye Said Abdirahman,0,0,0,0,0,1
,Maanta lee nagu qaata aan dabaaldagnee xarfaaney,0,0,0,0,0,1
,Mushtaq Abdullahi sana wey taqanay miyaaa,1,0,0,0,0,0
,Mahadsanidiin,0,0,0,0,0,1
,Hambalayo hambalayo galmudug reer hirshabeele naga raali ah anka waweynka nahay just xitaa wa na wataa cajiib,1,0,0,0,0,0
,Hampalyo galmudug,0,0,0,0,0,1
,Idinka qabna madaxda,0,0,0,0,0,1
,Mahadsanidiin Reer Jamhuuriya,0,0,0,0,0,1
,Hamblyo galmudug,0,0,0,0,0,1
,Congratulation Congratulation Congratulation Congratulation Congratulation,0,0,0,0,0,1
,Hamblyo galmudug midka adminka hayo waa ano biyo is mariin,0,0,0,0,0,1
,Haarun Jama,0,0,0,0,0,1
,Ahmed Wali Yusu,0,0,0,0,0,1
,Faiza Omar,0,0,0,0,0,1
,Cabdi Qani Gaatame,0,0,0,0,0,1
,Faiza Abdalla Omar,0,0,0,0,0,1
,Dhiiga biyo ma ahn viva galmudug,0,0,0,0,0,1
,Abdifatah A. Gedi difaac dheelayay ustaadka laacib waaye hmblyo hamblyo,0,0,0,0,0,1
,See wax u jiraan!,0,0,0,0,0,1
,Xitaa jaamacaddii waa is hayn waysay Ar qabiilaa hhhhh,1,0,0,0,0,0
,Koobka jaamacadda la keena soo diyaar garooba,0,0,0,0,0,1
,Abdullahi Khalif warka keen jamacada saana wataqaanaa,1,0,0,0,0,0
,Viva galmudug,0,0,0,0,0,1
,Nuucaas maa tihiiin jamhuuriyooy,1,0,0,0,0,0
,Hambalyo galmudug,0,0,0,0,0,1
,Hambalyo Galmudug,0,0,0,0,0,
,JUST wani wataa,0,0,0,0,0,1
,Miisaanka aad tihiin,0,0,0,0,0,1
,Ibraahin Cumar Seefdheere saas ayaan kaa rabaa.,0,0,0,0,0,1
,Ustaad Mahdi Mohamed hambalyadda hala Xishoon,0,0,0,0,0,1
,Galmudug power,0,0,0,0,0,1
,Ma is celin weyseen,1,0,0,0,0,0
,post ana maalgaliyy hambalyo galmudug,0,0,0,0,0,1
,Wabey Samatar Nuur aniga GM AHAAYE ismaaciol iyo aadan waa idin salaamay,0,0,0,0,0,1
,"Cidaas Jamacada Xitaa Majoogaan, Akhas",1,0,0,1,1,0
,Jamaahirta Galmudug,0,0,0,0,0,1
,"Maloo dhamo Hambalyada Maamul ,Macalimiin Ilaa Arday Eng Mohamed Shuuriye iyo Teamkiisa kali waaye Ogaada",1,0,0,0,0,0
,Jamacada xitaa wan ka haya,0,0,0,0,0,1
